code,term
S11..00,Fracture of spine with spinal cord lesion
S35..00,Fracture of one or more tarsal and metatarsal bones
S3z..00,Fracture of unspecified bones
S4...00,Dislocation of joint
S40..00,Dislocation or subluxation of jaw
S41..00,Dislocation or subluxation of shoulder
S44..00,Dislocation or subluxation of finger or thumb
S46..00,Dislocation or subluxation of knee
S47..00,Dislocation or subluxation of ankle
S51..00,Sprain of elbow and forearm
S54..00,Sprain of knee and leg
S57..00,Sprain of spinal ligament
S5z..00,Sprains and strains NOS
S61..00,Cerebral laceration and contusion
S7...00,"Internal injury of chest, abdomen and pelvis"
S8...00,"Open wound of head, neck and trunk"
S86..00,Open wound of back
S87..00,Open wound of buttock
S8z..00,"Open wound of head, neck and trunk NOS"
S93..00,Open wound of finger(s) or thumb
S97..00,Traumatic amputation of arm and hand
SA2..00,"Open wound of foot, excluding toe(s)"
SC1..00,Late effect of skin and subcutaneous tissue injury
SE0..00,"Contusion of face, scalp and neck, excluding eye(s)"
SE4..00,Contusion of lower limb
SF0..00,"Crush injury, face, scalp and neck"
SG8..00,Foreign body in alimentary tract
SGz..00,Foreign body in orifice
SH0..00,Burn confined to eye and adnexa
SJ...00,Spinal cord injury
SJ3..00,Nerve roots and spinal plexus injuries
SJ6..00,Pelvic girdle and lower limb peripheral nerve injury
SL6..00,Anticonvulsant and antiParkinsonian drug poisoning
SL7..00,Poisoning by sedative AND/OR hypnotic
SLF..00,Muscle and respiratory system drug poisoning
SLG..00,"Eye, otorhinolaryngological, skin and dental drug poisoning"
SP...00,Surgical and medical care complications NEC
B1...00,Malignant neoplasm of digestive organs and peritoneum
B30..00,Malignant neoplasm of bone and articular cartilage
B33..00,Malignant neoplasm of skin
B6...00,Malignant neoplasm of lymphatic and haemopoietic tissue
B72..00,Benign neoplasm of respiratory and intrathoracic organs
B77..00,Benign neoplasm of breast
B7B..00,Benign neoplasm of other female genital organs
B7D..00,Benign neoplasm of kidney and other urinary organs
BBV..00,[M]Osteomas and osteosarcomas
T32..00,Accident involving animal being ridden
T8...00,"Accidental poisoning by drugs, medicines and biologicals"
TE6..00,Injury caused by animal
TK...00,Suicide and selfinflicted injury
TL...00,Late effect of homicide or assault
U17..00,[X]Contact with heat and hot substances
U2...00,Self-injurious behaviour
U36..00,"[X]Assault by hanging, strangulation and suffocation"
U3E..00,[X]Assault by sharp object
42R..00,Serum iron tests
42W..00,Haemoglobin A1C - diabetic control interpretation
438..00,Syphilis infectious titre test
43A..00,Infectious mononucleosis test
43B..00,SH-antigen hepatitis B test
442..00,Thyroid hormone tests
44J..00,Blood urea/renal function
44X..00,Blood toxic substance levels
461..00,Urine examination
46H..00,Urine microscopy: orgs/FB's
46L..00,Urine non-sex hormone levels
477..00,Faeces: foreign constituents
478..00,Faeces pancreatic effects
48A..00,CSF (cerebrospinal fluid) globulin level
493..00,Sperm number/cc
4C3..00,Bone marrow erythropoiesis
4E...00,Sputum examination
4J2..00,Sample bacteriology general
4J3..00,Sample virology general
4JE..00,Eye swab taken
4JG..00,Skin sample for organism
4JI..00,Blood sample for organism
4JJ..00,Urine sample for organism
4JK..00,GUT sample taken for organism
4K2..00,Cervical smear result
4B2..00,Synovial fluid specimen
13Q..00,Widows benefits
13S..00,Pregnancy benefits
254..00,O/E - teeth examined
L22..00,Malposition and malpresentation of fetus
G66..00,Cerebrovascular accident
65K..00,DT (double)+polio vaccination
384..00,Psychological analysis
42a..00,Plasma cell count
42b..00,Percentage cell count
43P..00,Non-rhesus red cell antibodies
46I..00,24 hour urine output
R2...00,[D]Cause of morbidity and mortality unsure and ill-defined
42B..00,Plasma viscosity
5A4..00,Radioth.: temporary implant
236..00,Depth of respiration
2F...00,Examination of skin
315..00,Special CVS procedures
54G..00,Biliary contrast radiography
565..00,Kymography/electrokymography
5A...00,Other nuclear therapy
B0...00,"Malignant neoplasm of lip, oral cavity and pharynx"
B70..00,"Benign neoplasm of lip, oral cavity and pharynx"
TD0..00,Conflagration in private dwelling
4C4..00,Bone marrow myeloid cells
4C5..00,Bone marrow: foreign cells
4C6..00,Bone marrow megakaryocytes
151..00,Menstrual data
165..00,Temperature symptoms
R13..00,[D]Nonspecific abnormal X-ray and scan test findings
B4...00,Malignant neoplasm of genitourinary organ
B5...00,Malignant neoplastic disease
B7F..00,Benign neoplasm of brain and other parts of nervous system
B7J..00,Haemangiomas and lymphangiomas of any site
BB2..00,[M]Papillary and squamous cell neoplasms
B56..00,Secondary malignant neoplasm of lymph node
A75..00,Infectious mononucleosis
1N...00,Symptoms of skin and integumentary tissue
2FS..00,Petechiae
8D2..00,Auditory aid
39F..00,Barthel Index of Activities of Daily Living score
839..00,Fixation/support removal
PE6..00,Valgus deformities of feet
PE5..00,Varus deformities of feet
F23..00,Congenital cerebral palsy
61M..00,Emergency contraception
62B..00,Delivery booking place
2FY..00,O/E - skin lesion
13Y..00,Self-help group support
134..00,Country of origin
H04..00,Acute laryngitis and tracheitis
Q49..00,Cardiovascular disorders originating in the perinatal period
2DG..00,Hearing aid worn
1M4..00,Central post-stroke pain
8CM..00,Care plan
2J...00,General clinical states
2J2..00,Hepatitis A status
2J1..00,Hepatitis C status
1Y1..00,Well baby
1K4..00,Gender reassignment patient
5C...00,Imaging interpretation
26K..00,Male genital examination
38P..00,Health of the Nation Outcome Scales
1PA..00,Ability to perform activities of everyday life
1P8..00,Ability to perform personal care activity
41F..00,Taking of swab
2BU..00,Delayed visual maturation
1Q0..00,Impulsive character
M1C..00,Radionecrosis of skin
J3C..00,Spigelian hernia
1AJ..00,Adnexal tenderness
13b..00,World languages
1L0..00,Date of onset
2HK..00,Range of flexion of lumbar spine
68X..00,Screening for cardiovascular system disease
12S..00,FH: Autoimmune disease
1Z0..00,Terminal illness
1BJ..00,Loss of confidence
23J..00,Chest movement absent
23G..00,Chest clear
1P7..00,Observations relating to sexuality and sexual activity
1PE..00,Sexual behaviour
22R..00,Body surface area
1L...00,Temporal observations
24K..00,Aortic diameter
B9...00,Neoplasms of uncertain behaviour
2J6..00,Immunisation status
1R...00,Resuscitation status
1R0..00,For resuscitation
1R1..00,Not for resuscitation
67F..00,Informing relative
67G..00,Informing next of kin
28Q..00,Ability to make considered choices
8V...00,Admission procedure
8V1..00,Admission to establishment
8HX..00,Admission to hospice
8H1..00,Admit to intensive care unit
D20..00,Aplastic anaemia
8Hh..00,Self-referral
8HY..00,Referral to hospice
8Hx..00,Referral to clinical nurse specialist
8Hs..00,Discharge to nursing home
469..00,Urine blood test
8Hy..00,Referral to person
2G6..00,O/E - toe
8Hk..00,Referred to service
Ly0..00,Spontaneous vertex delivery
1F3..00,Dietary salt intake
2DH..00,O/E - hearing
26J..00,O/E - testicle
8I9..00,Treatment not available
42c..00,Haemoglobin A1C - diabetic control finding
463..00,Urine specific gravity
4KD..00,Urine cytology
1FA..00,Diet good
1FB..00,Diet poor
1FC..00,Diet average
2BW..00,O/E - CNS deficit
2BV..00,Other central nervous system examination signs
43T..00,Lyme disease test
62V..00,Delivery place planned
43U..00,Chlamydia antigen test
67D..00,Informing patient
8N0..00,Modification of house
2FQ..00,Sacral dimple
4JP..00,Methicillin resistant staphylococcus aureus positive
42d..00,Blood haematinic levels
27B..00,O/E - viable fetus
62W..00,Antenatal blood tests
42e..00,Haemoglobin S genotype
44h..00,Blood electrolyte levels
8O...00,Provision of services and equipment
58F..00,Bone density scan
H50..00,Empyema
4L2..00,Karyotype
K5E..00,Other abnormal uterine and vaginal bleeding
67N..00,Work-related counselling
44j..00,Glucose load test
55H..00,Vascular studies performed
67H..00,Lifestyle education
14X..00,History of abuse
H36..00,Mild chronic obstructive pulmonary disease
H37..00,Moderate chronic obstructive pulmonary disease
H38..00,Severe chronic obstructive pulmonary disease
41D..00,Sample obtained
8CI..00,Had a chat to parent
43V..00,Cluster of differentiation antigen count
43W..00,Specific antibody level
8F9..00,Cardiac rehabilitation
43X..00,Hepatitis antibody test
44k..00,Plasma amino acid levels
43a..00,Autoantibody level - finding
46Y..00,Urine DNPH (dinitrophenylhydrazine) level
48C..00,CSF (cerebrospinal fluid) lactate level
46b..00,Urine reducing substance level
44n..00,Plasma arachidonic acid level
44o..00,Serum arachidonic acid level
46a..00,Urine sugar chromatography
4I6..00,Serum appearance
43m..00,Autoantibody level
44q..00,Biochemical screening test
42h..00,Haematology screening test
43c..00,Immunology screening test
4JR..00,Microbiology screening test
8BE..00,Maintenance therapy
7G1..00,Skin flap and skin graft operations
4JU..00,Presence of virus
1J4..00,Suspected UTI (urinary tract infection)
B36..00,Local recurrence of malignant tumour of breast
2JV..00,Fit for activity
33G..00,Spirometry reversibility
43h..00,Polymerase chain reaction observation
8O3..00,Long term social support
2FT..00,O/E - pigmented skin lesion
1I...00,Disorder excluded
1I0..00,Diabetes mellitus excluded
1CE..00,C/O - wax in ear
6C...00,Primary prevention
6D...00,Secondary prevention
13d..00,Country of birth (European)
13e..00,Country of birth (Asian)
13f..00,Country of birth (American)
13g..00,Country of birth (African)
13h..00,Country of birth (Australasian)
13j..00,Country of birth (Atlantic)
13k..00,Country of birth (Pacific)
66X..00,Lipid disorder monitoring
67J..00,Stress counselling
8P1..00,Removal of eye suture
8P...00,Removal of surgical material and sutures
6C0..00,Primary prevention of ischaemic heart disease
6A2..00,Coronary heart disease annual review
8O4..00,Vulnerable family support
8O5..00,Special needs support
16L..00,Influenza-like symptoms
Z....00,Disease
ZV2..00,[V]Encounter due to reproduction and development problems
ZV3..00,[V]Healthy liveborn infants according to type of birth
ZV4..00,[V]Persons with a condition influencing their health status
ZV5..00,[V]Specified procedures and aftercare
ZV6..00,Clinical finding
ZV7..00,"[V]Well persons examination, investigation and screening"
ZVy..00,[V]Other specified reasons for encounter
ZVz..00,[V]Unspecified reasons for encounter
Zw...00,[Q] Temporary qualifying terms
Zw0..00,[Q] Orthopaedic qualifying terms
M08..00,Cutaneous cellulitis
1P3..00,Compulsive behaviour
K09..00,Small kidney of unknown cause
SD...00,Superficial injury
SF...00,Crushing injury
731..00,Mastoid and middle ear operations
730..00,External ear and external auditory canal operations
49H..00,Mixed antiglobulin test for sperm
SD8..00,Superficial injury of eye and adnexa
H3...00,Chronic obstructive pulmonary disease
46M..00,Urine electrolytes
1V0..00,Misuses drugs
F5A..00,Hearing impaired
2HH..00,McMurray test
A65..00,Arthropod-borne haemorrhagic fever
E29..00,Adjustment reaction
Q3...00,Fetus and newborn respiratory conditions
A21..00,Tularaemia
P3...00,Congenital eye anomalies
M27..00,Chronic skin ulcer
383..00,Psychological testing
44I..00,Serum electrolytes level
S2B..00,Fracture of bone of hand
1BH..00,Delusions
G60..00,Subarachnoid haemorrhage
523..00,Plain X-ray teeth
705..00,Peripheral nerve operations
L10..00,Haemorrhage in early pregnancy
2AJ..00,Palmar reflex
425..00,Haematocrit - PCV
874..00,Lung collapse production
31C..00,EEG observations
43I..00,Complement test
AB...00,Mycoses
8J1..00,Teletherapy
42S..00,Iron kinetics
H02..00,Acute pharyngitis
65P..00,Communicable disease contact
43H..00,LE (lupus erythematosus) cell level
24c..00,Heart rate
PH...00,Congenital integument anomalies
43d..00,Viral antibody level - finding
4JD..00,Serology: organism
488..00,CSF (cerebrospinal fluid) glucose level
1b2..00,Homosexual
A80..00,Louse-borne epidemic typhus
J08..00,Oral soft tissue disease
434..00,Blood cross-matching
524..00,Plain X-ray skull
PK3..00,Situs inversus
763..00,Jejunum operations
46W..00,Urine microalbumin level
N34..00,Flat foot
L32..00,Long labour
28G..00,Forgetful
PK0..00,Anomalies of spleen
614..00,Oral contraceptive
1P5..00,Aggressive behaviour
1Z3..00,Adverse reaction to drug
E25..00,Nondependent abuse of drugs
E23..00,Alcohol dependence syndrome
65Q..00,Infectious disease carrier
P9...00,Cleft palate and lip
E28..00,Acute stress reaction
1Q...00,Character trait observations
SM0..00,Alcohol causing toxic effect
SE3..00,"Contusion, upper limb"
G84..00,Haemorrhoids
L0...00,Pregnancy with abortive outcome
PD...00,Congenital malformation of the urinary system
J68..00,Gastrointestinal haemorrhage
744..00,Trachea and bronchus operations
C0A..00,Congenital iodine deficiency syndrome
133..00,Personal status
8C3..00,Immunological therapy
621..00,Patient currently pregnant
567..00,Computerised axial tomography
1BI..00,Blunted affect
16F..00,Double incontinence
1BK..00,Worried
764..00,Ileum operations
525..00,Plain X-ray spine
15D..00,Pain on sexual intercourse
J42..00,Vascular insufficiency of the intestine
2JQ..00,General wellbeing
S62..00,Cerebral haemorrhage following injury
PH2..00,Dermatoglyphic anomalies
E30..00,"Mild mental retardation, IQ in range 50-70"
29...00,Motor/sensory systems exam.
68U..00,Drugs of abuse screening
SL4..00,"Agents affecting blood constituents, causing poisoning"
K05..00,Chronic renal failure
B73..00,Benign neoplasm of bone and articular cartilage
B74..00,Lipoma
B78..00,Uterine leiomyoma - fibroids
1M3..00,Pain in face
B50..00,Malignant neoplasm of eye
32L..00,ECG: left ventricular strain
841..00,Discharge planning
B43..00,Malignant neoplasm of body of uterus
B34..00,Malignant neoplasm of female breast
1FM..00,Picky eater
1AH..00,Bladder emptying
46J..00,Urine sex hormone titre
1V...00,Drug misuse behaviour
1P1..00,Observations relating to complex and social behaviours
1P4..00,Vocal and verbal behaviour observations
632..00,Length of labour
B10..00,Malignant neoplasm of oesophagus
S70..00,Traumatic pneumothorax and haemothorax
H46..00,Respiratory disease due to chemical fumes and vapours
4M7..00,Clark staging levels
4I5..00,Sample weight
1S2..00,Memory observations
4....00,Laboratory test observable
SR3..00,Crushing injuries involving multiple body regions
22S..00,Oral cavity observation
1BX..00,Sleep observations
1S7..00,Observations relating to self-concept
1a0..00,Functional observations
49...00,Semen examination
4QB..00,Vitamin level
S15..00,Fracture of thoracic vertebra
L13..00,Excessive pregnancy vomiting
BBj..00,[M]Hodgkin's disease
136..00,Alcohol consumption
1F9..00,Meal pattern
392..00,Ability to perform personal grooming activity
395..00,Dressing ability
39A..00,Bathing ability
A26..00,Rat-bite fever
SH7..00,Burn of internal organs
7NC..00,Structure of ligament
U10..00,[X]Falls
SQ...00,Open wounds involving multiple body regions
G64..00,Cerebral arterial occlusion
A08..00,Ill-defined intestinal tract infections
22Q..00,Wound observation
1P9..00,Interpersonal relationship observations
1FG..00,Oily fish intake
K56..00,Noninflammatory vaginal disorders
1Ba..00,Thought observations
1S0..00,Psychological observations of perception
25V..00,Anal observations
4Q4..00,Urea and electrolyte observations
7K2..00,Hip joint operations
A42..00,Meningitis due to enterovirus
1Bc..00,Speech and language observations
22X..00,Observation of movement
29P..00,Observation of body position sensation
23K..00,Respiratory observations of chest
22Y..00,Observation of body composition
63G..00,Uterine membrane observations
M09..00,Cutaneous abscess
SLJ..00,Bacterial vaccine poisoning
8Hd..00,Admission to hospital
SLB..00,Autonomic nervous system drug poisoning
B41..00,Malignant neoplasm of cervix uteri
B02..00,Malignant neoplasm of major salivary glands
PC0..00,Anomalies of ovaries
S76..00,Injury to kidney
Q46..00,Perinatal digestive system disorders
U09..00,[X]Water transport accidents
G57..00,Cardiac dysrhythmia
J01..00,Teeth hard tissue diseases
SF1..00,"Crush injury, trunk"
8Ca..00,Irrigating eye
1CA..00,Hoarseness symptom
8Hu..00,Admission to accident and emergency department
SL3..00,Poisoning by primarily systemic agents
U3...00,[X]Assault
SLA..00,Central nervous system stimulant poisoning
F18..00,Behr syndrome
73...00,Ear operations
PB4..00,Intestinal fixation anomalies
C2...00,Nutritional deficiencies
U12..00,[X]Exposure to animate mechanical forces
P8...00,Congenital malformation of the respiratory system
L4...00,Complications of the puerperium
SM8..00,Noxious substance eaten as food causing toxic effect
483..00,CSF pressure
U11..00,[X]Exposure to inanimate mechanical forces
B7C..00,Benign neoplasm of male genital organs
47E..00,Faecal elastase 1 level
8CY..00,Mental Health Care Programme Approach
47F..00,Faecal coproporphyrin level
47G..00,Faecal protoporphyrin level
46f..00,Urine leucocyte test
8A9..00,Tumour marker monitoring
16M..00,Odour symptom
578..00,Radiobioassay
8CJ..00,Feeding and dietary regime
H2B..00,Community acquired pneumonia
65e..00,Universal precautions
6B6..00,Mental health promotion
8Cg..00,Pregnancy termination care
87B..00,Postural drainage therapy
8Cf..00,Infertility care
62b..00,Antenatal HIV screening
6A4..00,Coronary heart disease review
67V..00,Goal achievement finding
8Hc..00,Referral to mental health team
13p..00,Smoking cessation milestones
1L1..00,Pain to call time
1L2..00,Call to door time
1J5..00,Suspected gallstones
46c..00,24 hour urine homovanillic acid output
48D..00,CSF (cerebrospinal fluid) angiotensin-converting enzyme level
2FV..00,O/E - milk spots
8M7..00,Patient requested X-ray
49K..00,Seminal fructose level
66a..00,Osteoporosis monitoring
46d..00,Urine deoxypyridinoline/creatinine ratio
33H..00,Salbutamol reversibility
33I..00,Ipratropium reversibility
33J..00,Combined reversibility
1FE..00,Fruit and vegetable intake
44s..00,Plasma carnitine level
44t..00,Inborn error of metabolism screening test
68W..00,Digestive system disease screening
4I7..00,Oral fluid drug of abuse level
43n..00,Other bacterial antibody level
44u..00,Other drug levels
44v..00,Blood drug levels
46e..00,24 hour urine measurement
43p..00,Serum antinuclear antibody pattern
4C8..00,Bone marrow trephine examination
44w..00,Serum galactose-1-phosphate level
4C7..00,Bone marrow aspirate examination
42j..00,Blood coagulation panel
58G..00,Optical coherence tomography
8BH..00,Gene therapy
8CO..00,Inpatient care
29M..00,Extrapyramidal movements
14Y..00,Birth history
13q..00,Occupation history
1K2..00,Gender unknown
1K3..00,Gender unspecified
1J6..00,Suspected heart disease
8M8..00,Counselling requested
8CV..00,Procedure started
8CT..00,Procedure stopped
1I1..00,Heart disease excluded
46g..00,Urine ratio
1J7..00,Suspected respiratory disease
1J8..00,Suspected food poisoning
8BI..00,Other medication review
22O..00,O/E - state of dress
22P..00,O/E - footwear
4I8..00,Skin sample observation
66b..00,Chronic disease monitoring not required
8Q0..00,Sleep management
5A9..00,Selectron therapy
5AA..00,Iridium wire therapy
8BJ..00,Treatment intent
5AB..00,Stereotactic radiotherapy
1O...00,Disorder confirmed
1O0..00,Cancer confirmed
1I2..00,No evidence of cancer found
6A5..00,Ongoing review
1O1..00,Heart failure confirmed
4I9..00,Substance level in breath
4KF..00,Chromosome studies
4Z0..00,Infertility studies
2FW..00,Examination of scalp
4KG..00,Immunocytochemistry test
4L4..00,Gene studies
66c..00,Medication monitoring
1I3..00,No evidence of left ventricular systolic dysfunction
2FX..00,O/E - Umbilical stump - neonatal
1BV..00,Ability to comprehend concept of danger
2H...00,Orthopaedic examination
2H1..00,Orthopaedic exam. - general
A05..00,Amoebiasis
16E..00,Feels unwell
8J0..00,Brachytherapy
7F...00,Obstetric operations
28E..00,Cognitive decline
7B...00,Urinary operations
28...00,Nervous system and mental state general examination
668..00,Ophthalmological monitoring
A15..00,Tuberculosis of bones and joints
S53..00,Sprain of hip and thigh
4JQ..00,Microbiology test
SK0..00,Early trauma complications
1P6..00,Craving for drugs
338..00,Lung volume testing
Q13..00,Light for gestational age
48G..00,CSF (cerebrospinal fluid) cell count
13i..00,Safety behaviour observation
8BK..00,Disease management programme
J30..00,Inguinal hernia
J32..00,Umbilical hernia
A32..00,Diphtheria
13M..00,Family bereavement
A40..00,Acute poliomyelitis
29N..00,O/E - weight-bearing
39G..00,Needs help with housework
178..00,Asthma trigger
23F..00,O/E - respiratory device
13o..00,Communication skills
12T..00,FH: Malignant hyperpyrexia
6A6..00,Mental health review
4IA..00,Sample analysis
64d..00,Child 2 year examination
1O2..00,Asthma confirmed
2HG..00,O/E - flexible hips
1J9..00,Suspected autism
66d..00,Venous monitoring - lower limb
1I4..00,No evidence of mental illness
8CQ..00,Mental health crisis plan
87...00,Respiratory procedures
43k..00,Antigen level
1A2..00,Bladder control - finding
K50..00,Endometriosis
351..00,Surgical biopsy - admin
7P0..00,Diagnostic imaging
74...00,Respiratory tract operations
43Q..00,RAST test
43j..00,Nucleic acid detection
57...00,Diagnostic nuclear medicine
311..00,Neurological diagnostic proced
B49..00,Malignant neoplasm of urinary bladder
44i..00,Plasma electrolyte levels
4L3..00,DNA (deoxyribonucleic acid) studies
M14..00,Bullous dermatoses
84...00,Planned procedure
12V..00,Family history unknown
8I7..00,Treatment not tolerated
8BL..00,Patient on maximum tolerated dose
67M..00,Informing partner
1JA..00,Suspected neurological disease
1O3..00,Neurological disorder confirmed
25T..00,O/E - stoma
8Hi..00,Earlier referral for specialist review
1JB..00,Suspected chromosome abnormality
5C2..00,Imaging result equivocal
56F..00,Diagnostic procedure declined
5C0..00,Imaging result normal
5C1..00,Imaging result abnormal
38A..00,Falls assessment
1AC..00,Micturition volume
PJ7..00,Klinefelter's syndrome
1BT..00,Depressed mood
371..00,Diagn. instrumental explor.
AA1..00,Acute necrotising ulcerative gingivitis
A22..00,Anthrax
65c..00,Decontamination
H59..00,Respiratory failure
64e..00,Infant feeding at birth
12W..00,Family history of development disorder
6C1..00,Carries emergency treatment
8CR..00,Clinical management plan
49L..00,Semen microscopy
4N...00,Dialysis fluid examination
44x..00,Biochemistry battery tests
4N3..00,Peritoneal dialysis fluid cell count
48M..00,CSF (cerebrospinal fluid) amino acid chromatography
46i..00,Urine pigment levels
4P...00,Saliva examination
2AH..00,O/E - moro reflex
61N..00,Transdermal contraceptive
2J5..00,Varicella status
66e..00,Alcohol disorder monitoring
8BM..00,Medication management
1I5..00,No evidence of left ventricular diastolic dysfunction
24H..00,O/E - poor tissue perfusion
111..00,No history taken
8CS..00,Agreement of care plan
8V0..00,Admission by doctor
4N0..00,Dialysis fluid urea level
4N1..00,Dialysis fluid creatinine level
4N2..00,Dialysis fluid glucose level
48H..00,CSF (cerebrospinal fluid) sodium level
48J..00,CSF (cerebrospinal fluid) potassium level
48K..00,CSF (cerebrospinal fluid) urea level
48L..00,CSF (cerebrospinal fluid) organic acids
48N..00,CSF (cerebrospinal fluid) Tau protein level
48P..00,CSF (cerebrospinal fluid) total HCG (human chorionic gonadotrophin) level
48Q..00,Cerebrospinal fluid net bilirubin absorbance
48R..00,CSF (cerebrospinal fluid) index
48S..00,CSF (cerebrospinal fluid) oligoclonal band screen
4N4..00,Dialysis fluid potassium level
4N5..00,Dialysis fluid sodium level
4P0..00,Saliva 17a-hydroxy progesterone level
43S..00,Blood grouping
62X..00,Fetal gestational age
K14..00,Lower urinary tract calculus
8Hj..00,Referral to education service
J3D..00,Perineal hernia
J39..00,Pudendal hernia
49M..00,Semen leucocyte test
4Q6..00,Organic chemical level
43v..00,CD4 immune monitoring
43u..00,Immunophenotyping
1I6..00,No evidence of right ventricular systolic dysfunction
S33..00,Fracture of tibia AND fibula
65Y..00,Tuberculosis status
8M9..00,Patient requests a hospital referral
G3...00,Ischaemic heart disease
65d..00,Rotavirus vaccination
P32..00,Buphthalmos
J33..00,Ventral hernia
1JD..00,Suspected hypertension
28L..00,O/E - impulsive behaviour
57A..00,Tc-99m hexamethylpropyleneamine oxime leucocyte scan
64f..00,Infant feeding at 4 months
28J..00,O/E - excitable
28K..00,O/E - level of awareness
2BX..00,O/E - iris
1S...00,Mental and psychological observations
8B3..00,Drug therapy
39H..00,Continence assessment
13r..00,Abstinence history
1JC..00,Suspected pulmonary embolism
66f..00,Cardiovascular disease monitoring
8BP..00,Other drug therapy
BBb..00,[M]Gliomas
57B..00,Octreotide scan
L00..00,Hydatidiform mole
14...00,Past medical history
A87..00,Relapsing fever
6G...00,Postnatal care
421..00,Haematology - general
J41..00,Idiopathic proctocolitis
8I...00,Procedure not carried out
56G..00,CT angiography
M29..00,Dyschromia
198..00,Nausea
8AD..00,Active surveillance
A1A..00,Multidrug resistant tuberculosis
B8...00,Carcinoma in situ
B61..00,Hodgkin's disease
8A4..00,Respiratory monitoring
67W..00,Recommendation to
H2C..00,Hospital acquired pneumonia
14b..00,History of vaccination
B51..00,Malignant neoplasm of brain
1JW..00,Suspected cystic fibrosis
1IB..00,Phenylketonuria not suspected
7L2..00,Radiotherapy
33N..00,Timed unsupported steady stand test
15M..00,Female genital cutting
1ID..00,Cystic fibrosis not suspected
A25..00,Melioidosis
PG8..00,Congenital inguinal hernia
1IC..00,Congenital hypothyroidism not suspected
8IB..00,Procedure not indicated
41L..00,Unreliable laboratory result
2J7..00,Medically fit for discharge
1JT..00,Suspected phenylketonuria
8GH..00,Child psychotherapy
12a..00,Family history of alpha-1-antitrypsin deficiency
1L6..00,Date of diagnosis
Fy1..00,Combined visual and hearing impairment
BC...00,Polyp
1b3..00,Sexual orientation unknown
2HJ..00,Disease activity score using 28 joint count
H2A..00,Influenza due to Influenza A virus subtype H1N1
24M..00,Spontaneous closure of ventricular septal defect
61b..00,Uses vaginal hormone releasing ring
1M7..00,Elongated styloid process syndrome
8T2..00,Referral for procedure
J17..00,Other stomach and duodenal disorders
Q4y..00,Other specified perinatal conditions
E2y..00,Other specified neuroses or other mental disorders
E31..00,Other specified mental retardation
ADy..00,Other specified infectious or parasitic diseases
P6y..00,Other specified heart anomalies
C3y..00,Other specified disorders of metabolism or immunity
H5y..00,Other specified diseases of respiratory system
M2y..00,Other specified diseases of skin or subcutaneous tissue
Dy...00,Other specified disorders of blood or blood forming organ
7G2..00,Procedure on skin
C22..00,Other severe protein-calorie malnutrition (wt for age < 60%)
SM2..00,Other solvents causing toxic effect
F42..00,Other retinal disorders
T3...00,Motor vehicle accident
F4K..00,Eye disorder
417..00,Laboratory test result not back yet
TC4..00,Fall from one level to another
577..00,Radioimmunoassay
43Y..00,Other RAST test
L29..00,Other problems affecting labour
L28..00,Other problems of amniotic cavity and membranes
SP2..00,Other procedure complication NEC
86Z..00,Other physical agent ther. NOS
8D5..00,Other orthopaedic aid
7F2..00,Obstetric operation
T18..00,Other noncollision MVTA involving motor vehicle in motion
SM9..00,Other nonmedicinal substances causing toxic effect
E13..00,Other nonorganic psychoses
C29..00,Other nutritional deficiencies
T22..00,Other MVNTA involving collision with moving object
T23..00,Other MVNTA involving collision with stationary object
T25..00,Other MVNTA of other and unspecified nature
T24..00,Other MVNTA while boarding and alighting
T12..00,Other MVTA involving collision with another motor vehicle
T15..00,Traffic accident on public road
PE9..00,Other musc skeletal deformity
85Z..00,Other mechanical proced. NOS
L18..00,Other medical condition in pregnancy/childbirth/puerperium
TB1..00,"Other medical procedures with complication, no blame"
SRy..00,Other injuries involving multiple body regions NEC
S4J..00,Other fracture-dislocation or subluxation
SM7..00,"Other gases, fumes or vapours causing toxic effect"
54K..00,Other genital contrast radiog.
SC...00,"Late effects of injury, poisoning, toxic effects and other external causes"
54B..00,Other contrast radiography-GIT
PGW..00,Osteochondrodyspl with defct growth tub bone spine unspec
G76..00,Disorder of artery
56D..00,Miscellaneous imaging procedures
585..00,Diagnostic ultrasonography
A77..00,Other disease conjunctiva due to viruses and chlamydiae NEC
D41..00,Other diseases of blood or blood forming organs
J05..00,Other dental disease/condition of teeth/supporting structure
815..00,Other catheteris/cannulation
889..00,Other blood stream additions
A3...00,Other bacterial diseases
SL1..00,Other anti-infective poisoning
SDX..00,Other and unspecified superficial injuries of the throat
D21..00,Other and unspecified anaemias
T42..00,Other accidental submersion/drown in water transport accid
N38..00,Acquired skeletal deformity
G31..00,Other acute and subacute ischaemic heart disease
54H..00,Other abd.organ contr.radiog.
P55..00,Secundum atrial septal defect
N30..00,Infection of bone
N3...00,"Osteopathies, chondropathies and acquired musculoskeletal deformities"
N31..00,Osteitis deformans/osteopathies associated with diseases EC
N05..00,Osteoarthritis and allied disorders
A73..00,Psittacosis
E0...00,Organic psychotic condition
AB7..00,Opportunistic mycoses
7....00,Procedure
7L0..00,Operations covering multiple systems
52C..00,Skeletal survey X-ray
A2...00,Zoonotic bacterial diseases
TP7..00,War injury due to other forms of unconventional warfare
T4...00,Water transport accidents
SLE..00,"Water, mineral and urate metabolism poisoning"
162..00,Weight symptom
A5...00,Viral disease characterised by exanthem
682..00,Viral screening - excl.rubella
F48..00,Visual disturbance
